id,target_air,target_value,target_phase
0723420748e1,0,2850.0,3
0fa9cd2bdffe,0,8350.0,3
97d809f1d9fd,0,29975.0,2
785dd3fa9dfb,1,11850.0,3
4d4f3155db18,1,1200.0,0
2ac8364444ef,1,1600.0,3
37a500fca8e1,0,1475.0,1
7334b8bc870d,0,2600.0,1
d6aed2df7b95,1,8375.0,2
34826ddc8cbf,0,1700.0,0
2bae87ea28fc,0,1000.0,0
977dbc0ec8c8,0,29775.0,3
140380799fe4,1,31000.0,3
2919a8e6b887,1,10750.0,3
dbd6b79c082a,0,1000.0,0
9a07cab8bae4,0,1700.0,0
eaa59b3b9302,0,13850.0,3
1f6990ee31cc,0,100.0,2
320c4965daf7,1,13450.0,2
de70d82533f7,0,6000.0,0
9cafca4e6327,1,14250.0,3
a69e0a99b9d3,0,12500.0,1
6023889a221d,0,17450.0,3
cd3e946c99ed,1,4250.0,1
d3f0c5ef1e2a,0,2100.0,2
7c0cd200a656,0,2600.0,0
4441710c3a0b,0,23200.0,3
4e5a6d5b24bf,0,3000.0,0
f2ef520840f3,1,6575.0,3
26d2d8a25ade,1,8450.0,2
4b2c3f35a8b9,0,2600.0,3
2ae7c395155d,0,2775.0,3
61ac9b90f5a6,0,1500.0,2
814145653a51,0,10925.0,3
f4fcf1997a35,1,800.0,2
1b6adecb4e73,1,5975.0,1
26737670fb25,1,1625.0,2
10b9f84a7458,0,32950.0,3
8400ec216dd1,0,12750.0,2
fa202de235d8,0,16550.0,3
5680d1060e27,0,8850.0,3
fee9b83c9895,0,1375.0,2
f3cba5adb39b,0,5500.0,2
738c84b20034,0,15575.0,2
348a52ae2229,0,27425.0,3
a9e8b53d8650,1,1775.0,2
871b0cfba3f8,1,2625.0,0
0f6269848356,1,6850.0,0
8cc1ee13176d,1,2525.0,2
70e06dcae520,1,2050.0,0
658028ea5ec4,0,9975.0,3
cc54965e81ac,0,2950.0,1
44e2777967ac,0,2200.0,1
27d47dcf961a,1,11225.0,1
83a7ba3ea018,0,400.0,0
49ca7ed29fb9,0,20000.0,2
e79957ba4cbd,1,1500.0,0
d30753749955,1,12950.0,1
02cc6ef54863,0,7350.0,2
212e74cd65ae,1,7900.0,2
6c3a4193b5a5,0,1600.0,2
5bb0174baa25,0,1925.0,0
aa315962c911,0,100.0,0
7652aefc1138,1,2075.0,1
adfebad7d932,1,5325.0,3
c2eb0544f4aa,1,18250.0,2
f5c1fa2877ba,0,4000.0,2
6566fda87950,0,9200.0,2
246619d157b4,0,2700.0,0
b085a8a6fc50,0,0.0,0
d35a70702618,1,1850.0,2
af92e1006d5f,0,3650.0,2
23a701310d3c,1,1250.0,1
8b52f811832d,0,1800.0,1
862688182129,0,16075.0,1
d3ddded01f1e,1,850.0,1
ae3447be093f,1,5475.0,2
6f19ed513bff,1,200.0,0
a6bd088c6df9,1,2200.0,1
91a2056fb72a,0,1700.0,0
83a5db83f13c,1,9475.0,1
523ef1d78744,0,2525.0,1
5cb4a20ea65d,0,2100.0,2
9d4e75065061,0,1700.0,1
6684e95e3265,0,2775.0,0
df551390a491,1,2450.0,1
f89571d62769,1,5600.0,2
f81aeb8cb163,0,3125.0,1
129d54afecf5,0,4025.0,0
7a2dbc5be8c2,0,2825.0,1
d31470883cf7,0,12700.0,3
0c5b1a7545be,0,15800.0,2
12778cf78f26,1,7650.0,3
2f92146b43ee,0,1600.0,0
4940327800cd,1,24550.0,3
72cf796d9073,0,13300.0,2
152e81696f1a,0,3775.0,2
f93d8729ece8,0,200.0,1
1d4f850db611,1,8475.0,3
0f3100430d24,0,400.0,0
7ab2c94ff21f,0,50.0,0
cc4ee5dc9ab8,0,4425.0,2
2c7fe31d4b55,1,8150.0,2
acbcc606c950,0,6150.0,1
5777c72feb7a,0,5425.0,1
87b5128c093b,0,12350.0,0
a6ac71e075fa,1,5200.0,1
5483b1b15a73,1,19500.0,3
2f14dd2e36ea,0,100.0,1
bdb93b4486ba,0,1675.0,1
b1aa731a9cfe,1,1000.0,0
c0b0968f1557,1,10550.0,0
78d9f63054e6,0,4300.0,1
faccf7f06641,1,10350.0,2
a6a5a87cd564,1,26375.0,1
891f52587800,0,9000.0,1
47fae3e3d60d,0,7925.0,1
165bd42cf14e,1,2900.0,0
c30363268d91,1,1825.0,2
2f09177348b3,0,2175.0,1
653b3d672668,0,1625.0,0
7235a027d5ed,0,4625.0,1
9dbb2301dea9,0,7550.0,3
cf9ffb6360bd,1,1075.0,1
673e9523f9fd,0,100.0,0
2a435cba07e1,1,19650.0,2
d16f81fc37ea,0,5500.0,2
2d10cfeabce3,0,15075.0,2
997754f3cf01,0,11275.0,2
8ee6bcfc072c,0,4825.0,1
fc8b1ab4145c,0,5450.0,3
2164f739ebb9,0,12050.0,3
cd4bf67d428b,0,1800.0,0
344527788f0c,0,750.0,1
a5b036681de9,0,4725.0,3
7b076747c550,0,42100.0,3
3c5894698e93,0,750.0,1
c89f9dd34e98,0,2800.0,1
c2206278bbf8,0,1625.0,0
af91b4e0cdc0,1,9400.0,0
f302ec0bdabd,1,1200.0,3
996554d81122,0,10225.0,1
5ee02ba17843,0,1925.0,1
e57fb2f29bf5,0,1850.0,3
aedf41661fa9,1,8275.0,3
01c1b85521c8,0,2300.0,0
af721aa95f3d,0,3000.0,2
0c1a64bd735a,0,2250.0,3
74a6cc55639f,0,5200.0,2
7de5cb82fcf8,0,4850.0,3
5be861114802,0,16900.0,2
2587491d5e88,0,1350.0,3
15a8b8447237,0,30500.0,3
adb5f098c86f,1,15075.0,2
1a93a5bff415,1,6225.0,1
1694cd25e192,1,13525.0,1
6d93e49a60e4,0,3700.0,0
0166fc177b22,0,2800.0,1
6be8bcbc593b,1,6550.0,2
2abd154720b0,1,7600.0,1
4df477163055,0,775.0,0
69e632e36f02,0,250.0,1
628d21627004,0,900.0,3
2e4fec7d7d1e,0,18425.0,1
f9ade1d9acd0,0,11375.0,1
79db461529ab,1,2175.0,0
30b84512c524,1,2175.0,2
d2aaad151ab1,0,1300.0,2
dc07b931ec12,0,3000.0,3
494d74882e15,1,16275.0,1
57f11426c3f1,0,1675.0,1
0af4f95c7f09,0,2400.0,1
199fd541e3d4,0,40400.0,2
5c97d4d0f210,1,8175.0,2
2d63d832f873,1,16450.0,2
f3800adca86f,0,3100.0,3
57060402a604,0,2200.0,0
c468d44aaa6a,1,4625.0,1
c099b22601b4,1,2125.0,1
efe82af12b7a,0,1625.0,3
eb759e66c2a8,0,95375.0,3
1e007f1f6874,0,50.0,0
ca81c2ab2960,1,22850.0,3
c2852f5d2ee2,1,3200.0,0
e4d247ae75c0,1,1400.0,0
014dc18acd1a,1,4950.0,1
2b1980be225c,0,3775.0,3
b373819b1329,0,650.0,0
1bd342c7ee3c,1,1300.0,0
47514820fd95,1,550.0,0
8668e4fafa03,0,900.0,0
60365bf4e761,1,1300.0,0
c81cffc95c09,1,8600.0,1
987b1d5e8847,1,4275.0,1
1d0288d17aa9,0,2075.0,0
c227129fc1c8,0,3850.0,1
759f0d0e44d1,0,4050.0,1
c0af41c5b55d,1,2950.0,1
bc7ff3cc982a,1,1575.0,0
c7b5425985f3,0,3000.0,3
fbc565750581,0,1875.0,1
34211a6670a0,0,1775.0,0
0da90bcd0df0,1,42300.0,3
f5e2ccc63a50,1,2725.0,2
9925beb78fa4,1,3425.0,2
c77c992386c1,0,2725.0,1
5a990335156e,1,1825.0,0
53298a13165f,0,12225.0,0
0af933952361,0,1300.0,0
186150139737,0,825.0,1
cc25a6534d34,1,1300.0,0
ee610628c451,0,3400.0,1
fa3fde0bb3af,0,6450.0,3
d6b86b7ff0e9,0,500.0,3
c30cd973a761,1,7300.0,3
5289ed374404,0,20325.0,2
58eafe7b523e,1,500.0,0
afe620796939,1,1400.0,0
195b9b463359,0,1350.0,1
e11c72d2062a,0,12350.0,0
86fd47f2b3f3,0,3750.0,1
ed409ec58658,1,17825.0,1
480a12733eeb,0,6325.0,2
9a011557a11c,0,8600.0,1
576c8d09db71,1,29075.0,1
ad31c4bb4ec3,1,10875.0,1
55e06ef575c8,0,8800.0,3
a4ed07039491,0,8050.0,2
21974951e436,0,3925.0,2
6646d45f08d3,0,1625.0,0
035800ed83e0,1,4575.0,2
c41247b9ae94,0,4150.0,1
13467b81031a,0,850.0,1
867ee5bb2878,1,1400.0,0
b03f15eb80db,0,12550.0,0
9075e587a405,1,11900.0,3
55d8eec13d3d,0,31500.0,0
c97bd48d9678,0,2525.0,0
780fb8dad714,1,12350.0,1
575aa3be09dd,1,5800.0,1
b010b9dff1d1,0,6925.0,2
e957e47c8a85,0,5050.0,3
ec1d52572252,0,14300.0,3
1b5ce113c53f,0,1000.0,2
7cb9b4236c7b,1,10475.0,1
dc324bcc9958,0,3000.0,0
09d2e650bb73,1,5050.0,3
8fdb91704ba5,0,34050.0,3
d83cee2b38c3,0,400.0,0
689154b153cd,1,1100.0,0
5a7747a9d6c2,0,7000.0,3
5c91eb4fcc5f,0,225.0,0
309f0d6d11f3,1,9725.0,3
8b65c045441e,1,1650.0,1
a4440a61fc3c,0,2900.0,0
a7bb28deb24c,1,5700.0,1
238017aae7e1,1,5950.0,3
e051f17017bb,0,14025.0,3
c6c9a47c2ea5,0,1875.0,1
b7e34265331e,1,9125.0,2
e473c94fe2a6,0,32075.0,1
8e4a3a5ac983,0,100.0,0
da50f89871d6,0,1800.0,1
d86db1e49157,0,8050.0,2
011b054f211d,0,5525.0,1
9ae1f2e78843,0,11300.0,2
dc5c79541434,0,6750.0,3
66e3bc08b225,1,1800.0,0
f85b0331d15c,0,22675.0,2
52ededdc439e,0,25575.0,3
ce04d6c72c46,1,35700.0,3
47113cc3ade1,1,1000.0,1
59c6ddae2e24,1,4400.0,2
b24f92fcdfa0,0,4475.0,3
5f22eaad2ef4,0,1900.0,0
f3ebb670b822,1,700.0,0
3899e29332b6,0,3200.0,0
dbf0cb783393,0,3400.0,3
fd16d19a993d,0,450.0,1
52d731d42a41,0,7350.0,3
267a44d9ff1f,1,35925.0,2
602ac1bf7c8c,0,6675.0,3
2976cb6455c7,0,4700.0,3
322eaaf0ee05,0,3150.0,2
c08c0c44fc8a,1,8650.0,3
8fc2df86b12a,0,700.0,1
51263a80a89f,0,1300.0,3
586a8872b954,0,8550.0,3
63c134bd98b7,0,5200.0,3
f27572876118,0,1225.0,0
d0bc9c2d9929,1,5575.0,1
a7c84a4da3b2,1,3500.0,2
612fbf335212,0,350.0,1
216725304c10,1,16975.0,2
bb9b07bb672d,0,4650.0,3
f6542430c870,0,700.0,2
f2a372688781,1,1100.0,0
51ec8ab10d55,1,7800.0,2
6e4596103567,1,11500.0,0
8c17d707e16a,0,2375.0,1
ad8518e72a10,0,11600.0,2
1f46d7b291c9,0,3800.0,3
a9bf719a9114,0,43550.0,3
d9a67d58471f,0,850.0,3
f75a1578c015,1,12300.0,3
376b7926536a,1,7475.0,3
b3d99f886131,1,5550.0,3
5a1ad21b762c,1,27500.0,2
702684c7d3cd,0,450.0,0
5c3bf9c666dd,0,6550.0,2
e8d44fe88e97,0,2150.0,1
13234ca39dae,1,4000.0,3
ea567d6d31f2,1,575.0,3
b9052c83a600,1,1900.0,0
0ffda1a2d0ec,0,1900.0,0
df04f8481367,1,100.0,0
6b5c236ad94c,0,4100.0,0
b93e1b691d17,0,4250.0,1
047e99f51540,1,13800.0,3
6b640436f3dd,0,5500.0,1
6e9030db6f27,1,11225.0,0
56670c2992bc,0,1875.0,2
cdb3ddca6495,0,9350.0,1
bb3b33ff2657,0,1500.0,0
b84d640addb0,0,9200.0,0
916ea8d2b870,0,4625.0,3
c865bcf72513,1,2575.0,1
7e0773f7d080,0,8550.0,3
0f6ea5472006,0,650.0,2
1efd7f9f95d1,1,7750.0,3
05033322c3c0,0,6700.0,3
880bd5e79dd7,1,8425.0,2
9646e736929d,1,25825.0,3
318dc0f16ef9,1,7750.0,2
4e30241283dc,1,4250.0,2
1291fb81a7e3,0,3950.0,2
15192041518d,0,900.0,2
8117cc4d9f1a,1,1200.0,0
f1aa85a5580b,0,850.0,3
6c609ee6ea5c,1,6050.0,3
3a6499c276b1,1,2400.0,2
9e25f1c4b8d6,0,600.0,0
0617eac4f16a,0,18675.0,2
46e60e425844,1,9175.0,3
17ade25dd38e,0,10200.0,3
bb1c56b582ba,1,2725.0,0
d4974a0a649f,0,4600.0,0
a75242efd6dd,0,850.0,1
9ef69d81cc4a,1,9925.0,2
f929cf22f930,0,5200.0,2
42e25dc9ddad,1,14800.0,1
b9c60eaa562c,1,17875.0,2
1a679411dbba,0,1650.0,3
5caec2059170,0,6225.0,2
d2e1a0b15e55,1,4475.0,3
eee8948d2b3d,1,21900.0,2
63b52f3752e3,0,19700.0,3
465f3592c7a2,1,19650.0,3
84188b69fafb,0,5575.0,3
03132a8e9e09,0,14450.0,2
2b357e344df1,0,2400.0,1
23e493172726,0,500.0,0
46406b3318fa,0,9300.0,0
0e44e1cef548,0,525.0,0
3a65a968bfd6,0,2275.0,1
a1e3710bcf4e,0,2800.0,0
6c7dbf64bbcf,0,250.0,1
6f6262589057,0,23250.0,3
b2022b0707b2,1,2650.0,3
7eedaa0abd54,1,1200.0,0
5248b3f7d9f2,1,925.0,0
46d34caab155,0,19975.0,3
4cbef595bfda,0,1900.0,0
71d1662576e4,1,25400.0,3
6c2f694fe038,0,1700.0,3
84fc387dc98a,1,23100.0,1
de6d12002bd2,1,13325.0,0
f39b38cb012d,0,4200.0,3
6cc5934cf0c1,1,19900.0,2
1f7c5d91750c,0,23350.0,3
4e032cc01f9b,0,18050.0,1
aba2eb73a15f,0,1250.0,0
9d9afcf186bc,1,10500.0,1
715fabe1706d,0,14375.0,2
83493472675d,1,3050.0,1
c64ec7537222,0,21625.0,1
ce1e3df340eb,0,26925.0,2
2d2521a61b63,1,2400.0,2
d25aa36b10ce,0,4750.0,2
b3d1ee50ad80,0,31050.0,2
1121e44d8476,1,5575.0,2
beddfa7bccbf,0,40450.0,3
82bb5cfc7b69,0,1225.0,2
c5a24f25397e,0,19900.0,3
623142d3ea00,0,650.0,1
41ebc9082747,1,5450.0,0
20546043ed2f,0,2950.0,3
66a626cbd2e4,1,2900.0,1
285dbca2036f,1,12875.0,1
6d15e9aae5a4,0,2825.0,1
9c99e4eec92c,0,1200.0,2
6660ee57a4ed,0,2125.0,2
b0a4f622dea9,0,5000.0,2
5591a3422f21,0,900.0,1
6538bbeb7d88,0,200.0,1
5f4a71d59874,1,2050.0,0
c8879c19a723,1,3250.0,0
a932e906557c,1,16400.0,1
0a9ffec2a4c7,1,6725.0,1
253061fe06cd,0,1500.0,0
41cd42a48e61,0,400.0,1
a1544d03bd0f,0,1250.0,3
68bf15712ff3,0,1825.0,0
0ae2596a8a8e,0,2550.0,3
3cf9cc3663ef,1,550.0,2
f8d63f818f7e,0,100.0,0
52eeb552db30,1,31800.0,1
983c47c15559,0,23850.0,3
78975e10f64b,0,3600.0,0
c2a327ca14d7,0,2700.0,1
9d0ddfe5b2ed,0,1100.0,0
d6c54280a74b,0,1050.0,1
081e3f8ce0d5,1,5625.0,2
768ca9f35ade,0,50925.0,3
f8998797eda5,1,1550.0,1
03f39829faac,0,7625.0,2
57bbf3e1d830,1,2975.0,0
fcedfd9dc56d,0,825.0,3
d673f4e4c34d,1,3175.0,1
3fcaca87d383,0,375.0,3
f183f94abd0f,0,6000.0,3
7400fa0fb0d1,1,10700.0,2
cf9435eb74e6,0,1725.0,2
36fb27bc5955,0,4650.0,0
df34a45b5686,1,40050.0,3
01e26b2251f6,1,1300.0,1
8e4b61fb4344,1,15925.0,3
66eadcde4fe7,0,42850.0,3
ef87edcd38dc,1,4100.0,0
04e165b7228b,1,4550.0,2
02c7ef5399a4,0,3000.0,0
20e60060b8a2,0,2300.0,1
de80d84f454a,0,18950.0,3
12668a30ad8e,1,4650.0,0
c6d15549b409,1,3675.0,0
c386908682cc,1,2150.0,1
1cfc930a1088,0,39000.0,3
6e7a773f381f,0,8925.0,3
e8387924f7d7,1,2675.0,0
b24ac8228b46,0,1800.0,0
efbd8c63c952,1,3425.0,2
d6835461754b,0,2200.0,2
285712c286df,1,1850.0,0
0a3203b48ac3,0,3875.0,0
e22d01e795ca,1,14275.0,2
7f8d45a87a68,1,825.0,1
0474720ce1ee,0,19850.0,3
7edb8b8c9824,0,3050.0,0
1647f144e48d,0,1950.0,0
e316ecf137cd,1,1550.0,1
6bdbdcc577d8,0,0.0,0
11dfbd57a803,1,2400.0,3
19af0cd6d698,0,3625.0,2
856fed8cc366,0,2400.0,0
4f9509d72c5f,1,4050.0,2
ba6f4c99b8b6,0,5875.0,3
d8c788a2c822,0,7075.0,3
39b1383ca7c2,0,8000.0,2
57ddc4cdac19,0,1200.0,3
7b51e183dcd0,0,6975.0,3
3da4912b2509,0,9275.0,1
4a920aa41771,0,1350.0,0
69566b487482,1,1300.0,0
2ec91d5e8870,0,1850.0,0
2fdcadf07fd8,0,32275.0,2
780e7a50e8c3,0,7625.0,2
6cbdc81b1365,1,2475.0,2
3dc979922323,1,4175.0,3
6ece4cf40fd2,0,18725.0,2
8cb7bf60ce4b,1,7200.0,2
a8d6060d414f,0,14725.0,3
8479fa9a378e,0,18875.0,3
2272321f9037,0,5475.0,2
2e265667ed7d,1,3375.0,0
b7da7badd69f,0,9300.0,3
4358a1fec254,1,3650.0,0
69847327f0a0,0,67525.0,3
36e107c58459,0,550.0,2
5b17e34b6a67,1,15075.0,3
d95202833042,1,11325.0,2
33a360798518,1,11600.0,2
48151be568da,0,2575.0,2
5de9652f387d,1,3525.0,3
533473b1b329,0,10950.0,3
c9b1a90f1e07,0,125.0,0
033667dc0865,1,8825.0,1
a4b8f86fe35d,1,23150.0,3
3e1b32a30608,0,750.0,1
8c0c5e398b50,0,1800.0,1
7a109a689b30,1,12225.0,3
aa8aa93db19d,1,7200.0,1
f11625ca79ab,1,2675.0,1
bf060bbedbfc,0,15500.0,2
e67cb3144452,0,4400.0,2
c77fecc23234,0,750.0,0
8d948ac824c3,1,12150.0,2
92567b2a7e7e,0,3650.0,3
e831bd8d7f64,1,20800.0,1
e1f951de96e5,0,1300.0,3
0267e815899b,0,6000.0,3
a251e3104c73,0,1000.0,1
c910b3393386,0,100.0,0
78c730ff2cf2,0,2225.0,1
2cec8ef64d54,0,150.0,0
5f393ea0f7c5,1,12975.0,2
891efeb22415,1,20000.0,3
9d26b88a953f,1,8000.0,0
3b828f1dddce,0,13700.0,2
200e656953a1,0,1700.0,3
7e84863f166d,0,600.0,0
bb52670a50f1,0,5500.0,0
ec7e0281134c,1,3025.0,2
2e533dc5307d,0,7850.0,2
98f8f008f47d,1,2175.0,0
a7519a48d939,1,4400.0,3
f3fb34d6df77,1,24425.0,2
6701f2b3ace4,0,350.0,1
233565f8027c,0,21925.0,3
9b79c7fc5230,1,5850.0,1
520d28089d68,0,1100.0,2
c2986bbe94c9,1,6600.0,3
6432726a4ac7,1,8625.0,3
a7d36f1b6f3b,0,2675.0,1
99442a1639a8,1,2050.0,2
531f1f811fee,0,6000.0,0
7715f7e99b42,0,42050.0,3
ee4062932679,0,300.0,1
5d2c7a2a4738,0,3500.0,2
9c90fe800b9b,0,12825.0,3
70e568aabbf1,0,5550.0,3
c7bad9506582,1,1800.0,0
5ef1c0dffc89,0,1225.0,0
c9c79cd39516,0,3625.0,2
02533eab1ea4,0,2500.0,2
64aa79a05663,0,2400.0,1
32799f62e1f1,0,7925.0,3
1bf39b9dc4f4,0,700.0,3
1dc3ace2ec42,1,200.0,0
9159e29556fd,0,14700.0,2
f26cd355883d,0,1100.0,2
a56e41c2f555,1,1500.0,0
bcb6ae126dbf,0,1250.0,1
7b95ef1ab401,1,6125.0,0
624355ccc2a5,0,2200.0,2
d085d5a8abdd,0,16900.0,2
e7e92b9dfc95,0,33300.0,1
b077f9c92d97,0,1700.0,1
10d8e7f8e700,1,8875.0,1
66907dfe5cf8,1,13250.0,1
07a8b66875d2,0,9000.0,3
3ddcea5602e0,0,4650.0,1
1aee45d23d8f,0,250.0,0
627894d857b6,1,6125.0,1
0962ba0225ed,1,1850.0,0
0cacad33d134,0,5875.0,2
4348320dfd90,0,2325.0,0
206f4a9d56ad,0,4850.0,1
65e5ea760b57,0,525.0,1
e219cc3bb54e,0,34175.0,1
d0e909170500,0,6700.0,3
16d6d16cbae0,0,725.0,0
0cf49d988bab,0,5300.0,1
2c81d5a69f92,0,1700.0,0
f721ce438674,0,1725.0,1
3e9f4e4de8de,0,2050.0,0
e43f5a70f77d,0,1800.0,0
82c0edce4330,0,10300.0,2
8f702bc50136,0,3400.0,0
5acb6bb9896a,1,2225.0,1
e1ba17b9cfca,0,625.0,0
e3e54105fc05,0,2500.0,0
ee810aa03d9f,1,1600.0,0
7e42cd65b2cf,1,41100.0,3
6038194bdc0d,1,575.0,0
ac9ecc6b70d4,1,6275.0,0
2c5d90d83891,0,4875.0,1
b7baa1c3209b,0,3600.0,3
a64b0948c16f,1,10900.0,3
51973715958d,1,2850.0,2
731abf0e5ec0,1,200.0,0
3f56f672b18d,1,14425.0,2
c89dbb64e65e,0,900.0,2
48d4dc22bcee,0,2350.0,1
faafbf46b00b,1,3400.0,1
6c22a54d890d,1,6200.0,2
4c6f387cd60f,1,21275.0,3
bcaf253eeed9,0,775.0,0
b187d2af919d,1,51225.0,3
c69385804561,0,250.0,1
a718fe1548bf,0,49925.0,3
e4c7fceccf98,0,8800.0,1
0a211b5ceaaa,0,6850.0,3
f280140be083,0,9300.0,2
9faa38ebb520,0,7500.0,3
2da308f3982c,0,350.0,1
3af7724bb25e,1,2025.0,1
e068958871f5,0,250.0,1
cc6ca48f003b,1,1325.0,0
31127b4e7bdc,1,6775.0,2
37ebd9c0fae6,1,800.0,0
31909fa7fa1c,1,9350.0,3
941bad07bb7d,0,20375.0,3
e8662e254b51,0,16325.0,2
c1fb43fb293f,1,2875.0,0
831fd89ad2a4,1,1550.0,2
a42047d2a215,0,2800.0,1
5a2bdb4e17c1,0,21600.0,3
9523340e81e8,0,16475.0,2
655ef9cf648c,0,50.0,0
e6a509fab911,1,6400.0,2
70144d85c62c,0,12175.0,3
7ddc1b8b1e71,0,3325.0,3
8c3206881823,0,3325.0,1
446d17683013,0,49050.0,3
5afdaca44d3b,0,24500.0,3
1b47d022687f,1,1125.0,2
ce123dfcc5ac,0,6200.0,3
25c37491e884,1,10800.0,2
e3c2cca5e5ef,1,5700.0,3
0dcb031db0f4,1,1050.0,1
0d0ec7c43eae,0,15350.0,2
98f206793726,0,950.0,0
61f1cea87beb,0,2100.0,3
741463c0370c,1,4800.0,3
326d2277db66,0,14400.0,3
76aa62fe066d,0,4200.0,1
c5fc687bc86a,0,2050.0,1
1c4177db2db5,0,3950.0,0
774661544a30,1,5350.0,2
79ee069ca6b9,1,10175.0,1
aa1e05c46a3d,0,10950.0,2
3e4ad90c864f,0,925.0,0
741aa6d0ba22,1,9300.0,3
a59224715a7c,0,31250.0,3
45d99d4feabd,0,100.0,0
65e8506f6644,1,2000.0,0
10d2ee73af18,1,1300.0,0
0e1a8f653bc9,1,19675.0,2
7d783a8d75ee,1,17800.0,3
51e32363b7ad,0,2500.0,0
8dd671f567b4,1,3200.0,1
5c6193498dcb,0,11525.0,1
e6b80e44e21d,0,375.0,2
09456839e924,0,1925.0,3
5c084024e5e3,1,7625.0,2
375cdf8be8fe,1,9050.0,2
9200bb49ef93,0,7450.0,2
1ca321f02ae3,1,3150.0,2
3f4974c056e6,0,9650.0,3
0249bbd0ec1c,1,1800.0,1
e03c2f5c16bb,0,900.0,1
8e2eaf4344c4,0,800.0,0
d4ec56fb0874,1,2925.0,3
464ebbb04624,1,1300.0,2
e573467d45d6,1,3800.0,1
457788b28039,0,22325.0,2
bf7187f3e669,0,2600.0,0
aa5e818ecf03,0,6725.0,2
d00f57defe44,1,5175.0,3
81088c0a844a,0,6575.0,3
ab4681ae8b06,1,500.0,2
d79387a75cb6,0,10300.0,2
338002c240b6,0,1100.0,3
fbd17e199e5e,0,800.0,2
6327253994cd,1,1100.0,1
c6fed08939f2,1,2200.0,0
eee60286ee70,0,13675.0,2
a857d30d873d,0,6075.0,0
264d75864424,0,650.0,1
9547892c70f6,1,2400.0,1
bf890b92f428,0,150.0,0
1ebb9a53ac85,1,30450.0,3
3d5f38b9165f,1,14800.0,1
a1b7e0b400cd,1,2200.0,0
0f54e255b77a,0,28950.0,3
5c4cc9926e0f,1,15900.0,2
ba2955a55d67,0,1450.0,1
300b0695bd5e,0,18300.0,3
243519b55ad7,0,2325.0,3
56bdd0949e2d,1,2350.0,1
afee3ccdb9c5,0,550.0,3
b793502cc468,1,5875.0,1
bf0a407a09ce,0,6400.0,1
b587c2d4744c,0,800.0,0
17618d23dbcf,0,6875.0,2
bb53725e5781,0,19750.0,3
74363efaed0b,0,22300.0,2
c650f938264a,0,9350.0,1
92b33504c296,1,10975.0,2
1673a9fa0907,0,2250.0,0
f10dbec7cd41,0,300.0,0
024c64384a28,0,3825.0,2
62abf61d75b0,1,12975.0,3
cf1d6db218d2,1,1800.0,0
3282dd126a5f,1,2625.0,1
5fc1b08fd3bb,0,7350.0,3
fe3ee692dd1f,1,2600.0,3
90443e625639,0,4100.0,1
0abc429f30b2,0,2275.0,1
c3f6ac0bb192,0,3500.0,1
3352d3fb03ee,1,1775.0,1
a6796053de80,0,3525.0,3
fe9a5b946eff,1,30075.0,3
d98a4a1feefb,1,14950.0,1
e94e4f78e174,0,32325.0,3
6681f9662c2b,0,4725.0,1
5efa3cfb26f6,1,10150.0,3
19fc97cd78a1,0,7100.0,2
65cdb47ceb5d,0,1475.0,1
7eef310e5bb4,0,200.0,3
28ed73ffd69c,1,3675.0,3
14fb572783d6,0,57075.0,3
c723cf36b6b1,0,22025.0,3
dfebe8f069df,0,2775.0,2
77ca9e67cbeb,1,13425.0,3
d9a02f402fd4,0,8850.0,3
df4b8991657c,0,5650.0,2
f91925d05195,0,10400.0,1
c6b4d55a95a8,0,2525.0,2
9cb0e8b8013c,1,1875.0,0
51cb54860e68,0,1875.0,0
6d9ed99f839a,1,7150.0,0
61a9742422a1,1,3550.0,3
02e8e7bcce0e,1,600.0,1
6b81457b6ca5,1,4475.0,2
1200a5f4ed30,0,2900.0,0
15f060ca4b67,1,5000.0,2
0216a8b16651,0,0.0,0
cadc7b18fd08,1,8750.0,1
6cd035d9b0b6,0,4475.0,0
43e47d163845,0,2050.0,3
03592b5af553,1,36350.0,3
6d9a61014cba,0,12450.0,0
fc8bf2b13e01,0,3025.0,0
1c96d4af92a0,0,12325.0,3
8d18884a5bd7,1,6325.0,0
c8bbd00ae557,0,2000.0,0
fd1da263775b,0,2125.0,3
b232e6cc89ec,0,19500.0,3
e0966fbc16cd,0,4300.0,1
8ed87a5e660f,0,450.0,0
2df01ba1067a,1,14175.0,3
c542c0710362,0,4475.0,2
f6bd9f0c53b0,0,22875.0,3
a78d483fc24f,0,19400.0,3
c518744938c6,1,5950.0,1
0fcb01c96b44,0,850.0,2
145704be56a2,0,5225.0,1
d79ade176c8a,1,1225.0,0
fc4e50fc8209,0,11375.0,2
6c88dae0e594,1,4350.0,1
c839f1351e76,0,8100.0,3
a41014da146e,0,1000.0,0
b723cd2eb87f,0,300.0,2
36bc4cd7f2d9,1,1575.0,0
d2ea8d2681c4,0,150.0,0
f7d8a9b5ad28,0,2875.0,2
ade950bc8ff6,0,11000.0,1
b0bfaa2f3bd7,0,18550.0,3
dc869cb0871a,0,850.0,0
956d48f8f23c,0,37500.0,3
b08fbfa219b2,0,5200.0,2
e1d8114db478,0,1350.0,1
7603b61acfd8,0,4675.0,2
2a5bee5a3bf1,0,200.0,1
c192c57ab88d,0,14975.0,2
6ae33fa5f485,0,3950.0,1
c08fb27ab26a,0,12800.0,2
40744ef23519,0,1600.0,0
